Name,Manufacturer,Fuel_Type,Transmission,Engine(CC),Mileage(Km/L),Seats,Price,cluster
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,17.8,5,5.0,4
Hyundai i20 Sportz Diesel,Hyundai,Diesel,Manual,1396,23.0,5,3.37,1
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Tata,Diesel,Manual,1497,21.5,5,9.9,4
Ford Figo Diesel Titanium,Ford,Diesel,Manual,1399,20.0,5,3.3,4
Porsche Panamera Diesel,Porsche,Diesel,Automatic,2967,17.85,4,50.5,3
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Diesel,Automatic,1582,17.01,5,12.5,3
Audi A4 2.0 TDI Multitronic,Audi,Diesel,Automatic,1968,16.55,5,20.5,3
Mahindra XUV500 W8 4WD,Mahindra,Diesel,Manual,2179,16.0,7,14.5,5
Isuzu MUX 4WD,Isuzu,Diesel,Automatic,2999,13.8,7,20.0,3
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,23.4,5,5.25,4
Maruti Ciaz ZXi,Maruti,Petrol,Manual,1373,20.73,5,5.9,0
Hyundai EON Era Plus,Hyundai,Petrol,Manual,814,21.1,5,2.6,0
Mercedes-Benz E-Class 280 CDI,Mercedesbenz,Diesel,Automatic,2987,11.0,5,11.0,3
BMW 5 Series 2003-2012 520d,Bmw,Diesel,Automatic,1995,18.48,5,15.5,3
Hyundai Grand i10 1.2 CRDi Sportz Option,Hyundai,Diesel,Manual,1186,24.0,5,5.75,1
Jaguar XJ 3.0L Portfolio,Jaguar,Diesel,Automatic,2993,14.47,5,75.0,3
Maruti Swift Ldi BSIII,Maruti,Diesel,Manual,1248,17.8,5,2.0,4
Hyundai Santro Xing GLS,Hyundai,Petrol,Manual,1086,17.92,5,2.3,0
Hyundai i20 Sportz 1.2,Hyundai,Petrol,Manual,1197,18.6,5,4.8,0
Mercedes-Benz E-Class 280 CDI,Mercedesbenz,Diesel,Automatic,2987,11.0,5,8.5,3
Ford Figo Diesel ZXI,Ford,Diesel,Manual,1399,20.0,5,2.9,4
Toyota Corolla Altis 1.4 DG,Toyota,Diesel,Manual,1364,21.43,5,6.5,5
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Petrol,Manual,1197,18.9,5,5.85,0
Jeep Compass 2.0 Limited 4X4,Jeep,Diesel,Manual,1956,16.3,5,23.91,1
Maruti Ignis 1.2 AMT Alpha,Maruti,Petrol,Automatic,1197,20.89,5,7.36,2
Toyota Fortuner 3.0 Diesel,Toyota,Diesel,Manual,2982,11.5,7,17.25,5
Volkswagen Vento Diesel Highline,Volkswagen,Diesel,Manual,1598,20.54,5,7.0,1
Toyota Innova Crysta 2.4 VX MT,Toyota,Diesel,Manual,2393,13.68,7,17.65,5
Ford Figo Diesel Celebration Edition,Ford,Diesel,Manual,1399,20.0,5,2.5,4
Toyota Platinum Etios 1.4 GXD,Toyota,Diesel,Manual,1364,23.59,5,6.0,5
Mahindra Thar DI 4X4,Mahindra,Diesel,Manual,2523,18.06,7,8.25,5
Land Rover Range Rover HSE Dynamic,Land,Diesel,Automatic,2179,12.7,5,44.83,3
BMW 3 Series 320d Highline,Bmw,Diesel,Automatic,1995,16.07,5,10.5,3
Hyundai Accent GLS,Hyundai,Petrol,Manual,1495,13.2,5,1.9,0
Maruti Celerio ZXI AT,Maruti,Petrol,Automatic,998,23.1,5,4.25,2
Jaguar XF 2.2 Litre Luxury,Jaguar,Diesel,Automatic,2179,16.36,5,26.5,3
Audi A6 2.7 TDI,Audi,Diesel,Automatic,2698,12.4,5,22.5,3
Nissan Micra Diesel XV,Nissan,Diesel,Manual,1461,23.08,5,3.3,1
Honda Amaze S i-Vtech,Honda,Petrol,Manual,1198,18.0,5,4.3,0
Renault Duster 85PS Diesel RxL Option,Renault,Diesel,Manual,1461,19.87,5,5.25,1
Honda Amaze E i-Vtech,Honda,Petrol,Manual,1198,18.0,5,4.25,0
Mercedes-Benz New C-Class C 250 CDI Elegance,Mercedesbenz,Diesel,Automatic,2143,14.94,5,14.22,3
Toyota Etios Liva G,Toyota,Petrol,Manual,1197,17.71,5,4.2,0
Mercedes-Benz New C-Class 200 CDI Elegance,Mercedesbenz,Diesel,Manual,2148,15.8,5,18.5,1
Maruti Swift VXI BSIII,Maruti,Petrol,Manual,1298,16.1,5,2.4,0
Maruti Baleno Alpha 1.3,Maruti,Diesel,Manual,1248,27.39,5,6.5,4
Maruti Celerio VXI AT,Maruti,Petrol,Automatic,998,23.1,5,3.99,2
Ford Ecosport 1.5 DV5 MT Ambiente,Ford,Diesel,Manual,1498,22.7,5,5.45,4
Tata Manza Aura Quadrajet,Tata,Diesel,Manual,1248,18.8,5,2.7,4
Honda Jazz 1.5 SV i DTEC,Honda,Diesel,Manual,1498,27.3,5,6.25,4
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,15.1,7,13.28,5
Nissan Micra Diesel XV Premium,Nissan,Diesel,Manual,1461,23.08,5,3.7,1
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedesbenz,Diesel,Automatic,2143,19.27,5,39.51,3
Tata Manza Aura Plus Quadrajet BS IV,Tata,Diesel,Manual,1248,19.0,5,1.4,4
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,3.5,4
Maruti Swift Dzire 1.2 Lxi BSIV,Maruti,Petrol,Manual,1197,17.5,5,3.78,0
Tata Indigo eCS LS (TDI) BS-III,Tata,Diesel,Manual,1405,19.09,5,2.7,4
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,3.2,4
Maruti Swift VXI BSIV,Maruti,Petrol,Manual,1197,20.4,5,5.0,0
Maruti Ertiga ZDI,Maruti,Diesel,Manual,1248,20.77,7,7.0,4
Hyundai Grand i10 Era,Hyundai,Petrol,Manual,1197,18.9,5,2.85,0
Nissan Micra Active XV,Nissan,Petrol,Manual,1198,19.69,5,4.25,0
Hyundai Grand i10 Asta Option,Hyundai,Petrol,Manual,1197,18.9,5,4.9,0
Jeep Compass 2.0 Sport,Jeep,Diesel,Manual,1956,17.1,5,16.9,1
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Diesel,Manual,1199,22.07,5,4.25,1
Honda Amaze S AT i-Vtech,Honda,Petrol,Automatic,1198,15.5,5,4.34,2
BMW X3 xDrive20d Advantage Edition,Bmw,Diesel,Automatic,1995,16.09,5,17.0,3
BMW 3 Series 320d Luxury Line,Bmw,Diesel,Automatic,1995,18.88,5,28.45,3
Honda City V AT,Honda,Petrol,Automatic,1497,15.6,5,6.15,2
Mahindra Ssangyong Rexton RX5,Mahindra,Diesel,Manual,2696,12.83,7,9.25,5
Maruti Swift Dzire LDI,Maruti,Diesel,Manual,1248,26.59,5,4.85,4
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,25.2,5,4.8,4
Honda Brio S Option MT,Honda,Petrol,Manual,1198,18.4,5,2.3,0
Hyundai Grand i10 Sportz,Hyundai,Petrol,Manual,1197,18.9,5,4.75,0
Tata Zest Quadrajet 1.3 75PS XM,Tata,Diesel,Manual,1248,22.95,5,5.0,4
Hyundai EON Era Plus,Hyundai,Petrol,Manual,814,21.1,5,2.5,0
Hyundai i20 1.2 Spotz,Hyundai,Petrol,Manual,1197,18.6,5,5.95,0
Volvo S60 D4 KINETIC,Volvo,Diesel,Automatic,1984,9.0,5,16.0,3
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Diesel,Manual,1498,22.7,5,6.15,4
Maruti Ritz VXI,Maruti,Petrol,Manual,1197,21.1,5,4.05,0
Hyundai i20 1.4 CRDi Magna,Hyundai,Diesel,Manual,1396,21.9,5,3.1,1
Maruti Dzire VXI,Maruti,Petrol,Manual,1197,22.0,5,5.49,0
Porsche Panamera 2010 2013 4S,Porsche,Petrol,Automatic,4806,8.0,4,42.91,2
Maruti Swift VDi BSIII W/ ABS,Maruti,Diesel,Manual,1248,17.8,5,5.7,4
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,2.85,0
Chevrolet Beat LS,Chevrolet,Petrol,Manual,1199,18.6,5,2.35,0
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Petrol,Automatic,1591,13.0,5,14.76,2
Honda City ZX GXi,Honda,Petrol,Manual,1497,17.7,5,2.25,0
Maruti Ritz LXi,Maruti,Petrol,Manual,1197,18.5,5,3.65,0
Ford EcoSport 1.5 TDCi Trend,Ford,Diesel,Manual,1498,22.77,5,7.25,4
BMW 3 Series 320d,Bmw,Diesel,Automatic,1995,13.2,5,10.69,3
Hyundai Verna 1.6 SX VTVT,Hyundai,Petrol,Manual,1591,17.01,5,5.5,0
Maruti Wagon R LXI,Maruti,Petrol,Manual,998,22.5,5,3.25,0
Maruti Ertiga VDI,Maruti,Diesel,Manual,1248,25.47,7,9.25,4
Maruti Alto LXi BSIII,Maruti,Petrol,Manual,796,19.7,5,1.7,0
Maruti A-Star Vxi,Maruti,Petrol,Manual,998,19.0,5,2.87,0
BMW X5 3.0d,Bmw,Diesel,Automatic,2993,11.0,5,17.75,3
Mahindra KUV 100 G80 K6 Plus 5Str,Mahindra,Petrol,Manual,1198,18.15,5,4.5,0
Hyundai i10 Magna AT,Hyundai,Petrol,Automatic,1197,19.2,5,2.95,2
Honda Civic 2006-2010 1.8 S AT,Honda,Petrol,Automatic,1799,12.9,5,2.6,2
Hyundai i10 Sportz 1.2,Hyundai,Petrol,Manual,1197,20.36,5,3.0,0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedesbenz,Diesel,Automatic,2143,14.84,5,15.5,3
Toyota Etios G,Toyota,Petrol,Manual,1496,17.6,5,2.8,0
Honda City 1.5 E MT,Honda,Petrol,Manual,1497,17.0,5,2.5,0
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,23.4,5,5.75,4
Maruti Swift VXI,Maruti,Petrol,Manual,1197,22.0,5,2.8,0
Hyundai Verna 1.6 EX VTVT,Hyundai,Petrol,Manual,1591,17.01,5,4.59,0
Maruti Ritz VDi,Maruti,Diesel,Manual,1248,23.2,5,3.65,4
Toyota Fortuner 4x2 Manual,Toyota,Diesel,Manual,2982,13.0,7,19.85,5
Jeep Compass 2.0 Limited,Jeep,Diesel,Manual,1956,17.1,5,18.5,1
Hyundai i20 Asta Option 1.2,Hyundai,Petrol,Manual,1197,18.6,5,6.95,0
Maruti Wagon R LXI CNG,Maruti,CNG,Manual,998,26.6,5,2.85,4
Tata New Safari DICOR 2.2 EX 4x4 BS IV,Tata,Diesel,Manual,2179,13.93,7,3.75,4
Maruti Swift Dzire LDi,Maruti,Diesel,Manual,1248,19.3,5,2.3,4
Tata Indigo eCS eLS BS IV,Tata,Diesel,Manual,1396,25.0,5,2.3,4
Maruti Swift LDI,Maruti,Diesel,Manual,1248,28.4,5,5.95,4
Maruti Celerio VXI AT,Maruti,Petrol,Automatic,998,23.1,5,3.49,2
BMW 5 Series 2013-2017 530d M Sport,Bmw,Diesel,Automatic,2993,14.69,5,47.7,3
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Petrol,Manual,1198,16.47,5,6.43,0
Tata Safari DICOR 2.2 LX 4x2,Tata,Diesel,Manual,2179,13.93,7,4.5,4
Mini Cooper S Carbon Edition,Mini,Petrol,Automatic,1598,13.6,4,39.75,2
Ford Figo Petrol Titanium,Ford,Petrol,Manual,1196,15.6,5,4.0,0
Honda City i DTEC V,Honda,Diesel,Manual,1498,26.0,5,6.98,4
Hyundai Tucson CRDi,Hyundai,Diesel,Manual,1991,12.6,7,1.75,1
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Diesel,Manual,1968,20.0,5,4.75,1
Toyota Fortuner 3.0 Diesel,Toyota,Diesel,Manual,2982,11.5,7,23.5,5
Hyundai Verna 1.6 SX,Hyundai,Diesel,Manual,1582,22.32,5,7.49,1
Mahindra XUV500 W6 2WD,Mahindra,Diesel,Manual,2179,15.1,7,10.85,5
Renault KWID RXT,Renault,Petrol,Manual,799,25.17,5,3.5,0
Hyundai i20 Asta 1.2,Hyundai,Petrol,Manual,1197,18.6,5,6.3,0
Honda City V AT,Honda,Petrol,Automatic,1497,15.6,5,6.75,2
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Diesel,Automatic,3198,10.91,7,28.88,3
Skoda Superb Elegance 1.8 TSI AT,Skoda,Petrol,Automatic,1798,13.7,5,14.23,2
BMW 3 Series 320d Sport,Bmw,Diesel,Automatic,1995,22.69,5,15.0,3
Maruti Ertiga VXI CNG,Maruti,CNG,Manual,1373,22.8,7,5.8,4
Maruti Ritz LDi,Maruti,Diesel,Manual,1248,23.2,5,3.75,4
Hyundai Santro Xing XP,Hyundai,Petrol,Manual,1086,0.0,5,1.15,0
Toyota Fortuner 3.0 Diesel,Toyota,Diesel,Manual,2982,11.5,7,12.75,5
Maruti Swift Lxi BSIII,Maruti,Petrol,Manual,1298,16.1,5,1.95,0
Tata Tigor 1.2 Revotron XT,Tata,Petrol,Manual,1199,20.3,5,4.95,0
Honda City i VTEC CVT VX,Honda,Petrol,Automatic,1497,18.0,5,8.25,2
BMW 3 Series 320d,Bmw,Diesel,Automatic,1995,13.2,5,20.99,3
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Mercedesbenz,Diesel,Automatic,2143,14.21,5,17.5,3
Maruti Swift VDI,Maruti,Diesel,Manual,1248,28.4,5,5.36,4
Maruti Ertiga VXI,Maruti,Petrol,Manual,1373,16.02,7,6.35,0
Hyundai Verna 1.6 VTVT,Hyundai,Petrol,Manual,1591,17.01,5,2.95,0
Land Rover Discovery Sport TD4 HSE,Land,Diesel,Automatic,2179,12.63,5,55.7,3
Hyundai Santro Xing GL,Hyundai,Petrol,Manual,1086,0.0,5,1.15,0
Mercedes-Benz New C-Class C 220 CDI Style,Mercedesbenz,Diesel,Automatic,2143,19.27,5,37.5,3
Hyundai i10 Magna 1.2,Hyundai,Petrol,Manual,1197,20.36,5,4.07,0
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Diesel,Manual,1199,22.07,5,2.99,1
Maruti Vitara Brezza VDi Option,Maruti,Diesel,Manual,1248,24.3,5,7.9,4
Renault Duster 85PS Diesel RxL,Renault,Diesel,Manual,1461,19.87,5,7.49,1
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Diesel,Manual,1248,18.0,5,1.1,4
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Mercedesbenz,Diesel,Automatic,2987,11.3,7,56.0,3
Hyundai Xcent 1.2 CRDi S,Hyundai,Diesel,Manual,1186,25.4,5,3.5,1
Hyundai Verna CRDi SX ABS,Hyundai,Diesel,Manual,1493,18.1,5,3.0,1
Hyundai Verna 1.6 SX VTVT,Hyundai,Petrol,Manual,1591,17.01,5,6.1,0
Ford Figo Petrol ZXI,Ford,Petrol,Manual,1196,15.6,5,2.25,0
Maruti Swift VDI Optional,Maruti,Diesel,Manual,1248,25.2,5,5.95,4
Renault Pulse RxL,Renault,Diesel,Manual,1461,23.08,5,4.95,1
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Petrol,Manual,1198,16.47,5,5.49,0
BMW 3 Series 320d Luxury Line,Bmw,Diesel,Automatic,1995,22.69,5,6.67,3
Skoda Rapid 1.6 MPI Active,Skoda,Petrol,Manual,1598,15.0,5,6.25,0
Hyundai Santro GS,Hyundai,Petrol,Manual,999,0.0,5,1.51,0
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Diesel,Automatic,2967,12.07,7,34.88,3
Maruti Ciaz VDi Plus,Maruti,Diesel,Manual,1248,26.21,5,6.9,4
Honda City i DTEC VX,Honda,Diesel,Manual,1498,25.1,5,5.99,4
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mercedesbenz,Petrol,Automatic,3498,10.93,5,10.4,2
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Audi,Diesel,Automatic,2967,14.57,5,29.0,3
Mahindra Xylo H4,Mahindra,Diesel,Manual,2179,14.02,7,5.85,5
Honda City 1.5 EXI AT,Honda,Petrol,Automatic,1493,12.0,5,2.21,2
Maruti SX4 ZXI MT BSIV,Maruti,Petrol,Manual,1586,15.5,5,2.4,0
Toyota Corolla Altis G,Toyota,Petrol,Manual,1798,14.53,5,3.0,0
Volkswagen Vento Petrol Highline AT,Volkswagen,Petrol,Automatic,1598,14.4,5,3.75,2
Hyundai EON Era Plus,Hyundai,Petrol,Manual,814,21.1,5,2.95,0
Skoda Laura Ambition 2.0 TDI CR MT,Skoda,Diesel,Manual,1968,20.0,5,5.8,1
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,4.9,4
Toyota Corolla Altis 1.8 VL CVT,Toyota,Petrol,Automatic,1798,14.28,5,16.95,2
Tata Tiago Wizz 1.05 Revotorq,Tata,Diesel,Manual,1047,27.28,5,5.0,4
Skoda Rapid 1.6 MPI Ambition,Skoda,Petrol,Manual,1598,15.41,5,4.68,0
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Diesel,Automatic,3198,10.91,7,29.8,3
Renault KWID RXL,Renault,Petrol,Manual,799,25.17,5,3.46,0
Hyundai i20 1.4 Asta CRDi with AVN,Hyundai,Diesel,Manual,1396,23.0,5,4.0,1
Skoda Laura Ambiente,Skoda,Diesel,Manual,1896,17.5,5,4.5,1
Toyota Corolla Altis Diesel D4DG,Toyota,Diesel,Manual,1364,21.43,5,5.87,5
Audi Q5 2.0 TDI Premium Plus,Audi,Diesel,Automatic,1968,14.16,5,32.5,3
BMW 3 Series 320d,Bmw,Diesel,Automatic,1995,22.69,5,13.08,3
Nissan Sunny 2011-2014 Diesel XV,Nissan,Diesel,Manual,1461,21.64,5,3.5,1
Honda Accord 2.4 MT,Honda,Petrol,Manual,2354,12.8,5,3.5,0
Hyundai Verna CRDi,Hyundai,Diesel,Manual,1493,16.8,5,4.45,1
Honda City i VTEC SV,Honda,Petrol,Manual,1497,17.4,5,5.0,0
Audi A7 2011-2015 Sportback,Audi,Diesel,Automatic,2967,0.0,5,28.0,3
Ford Fiesta 1.4 ZXi Leather,Ford,Petrol,Manual,1388,16.6,5,2.0,0
Hyundai i20 1.4 Asta,Hyundai,Diesel,Manual,1396,22.54,5,6.35,1
Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedesbenz,Diesel,Automatic,2143,13.0,5,24.63,3
Maruti Wagon R LXI CNG,Maruti,CNG,Manual,998,26.2,5,3.0,4
Ford EcoSport 1.5 TDCi Trend Plus,Ford,Diesel,Manual,1498,22.77,5,7.9,4
Hyundai i20 1.2 Magna,Hyundai,Petrol,Manual,1197,18.5,5,3.25,0
Honda City i VTEC V,Honda,Petrol,Manual,1497,17.8,5,8.25,0
Nissan Micra Diesel XV,Nissan,Diesel,Manual,1461,23.08,5,2.85,1
Ford Figo Diesel EXI,Ford,Diesel,Manual,1399,20.0,5,3.2,4
Nissan Micra XL,Nissan,Petrol,Manual,1198,18.44,5,1.75,0
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,17.8,5,3.38,4
Honda Accord 2.4 MT,Honda,Petrol,Manual,2354,12.8,5,5.75,0
Skoda Superb Elegance 1.8 TSI AT,Skoda,Petrol,Automatic,1798,13.7,5,4.7,2
Maruti Omni 8 Seater BSIV,Maruti,Petrol,Manual,796,14.0,5,2.9,0
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Diesel,Manual,1396,21.9,5,4.25,1
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Diesel,Automatic,1582,17.01,5,14.5,3
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,25.2,5,5.34,4
Maruti Swift LDI BSIV,Maruti,Diesel,Manual,1248,25.2,5,3.85,4
Hyundai Xcent 1.1 CRDi Base,Hyundai,Diesel,Manual,1120,24.4,5,4.2,1
Maruti Ertiga Paseo VDI,Maruti,Diesel,Manual,1248,20.77,7,6.75,4
Ford Endeavour 3.2 Trend AT 4X4,Ford,Diesel,Automatic,3198,10.91,7,26.0,3
Hyundai i20 1.4 Sportz,Hyundai,Diesel,Manual,1396,22.54,5,8.61,1
Maruti Zen Estilo LXI BS IV,Maruti,Petrol,Manual,998,19.0,5,1.46,0
Maruti Ritz VDi,Maruti,Diesel,Manual,1248,21.1,5,2.8,4
Maruti Alto K10 LXI CNG Optional,Maruti,CNG,Manual,998,32.26,4,4.0,4
Honda City 1.5 S MT,Honda,Petrol,Manual,1497,17.0,5,5.47,0
Maruti Swift Dzire ZXi,Maruti,Petrol,Manual,1298,17.5,5,2.45,0
BMW X1 sDrive 20d Sportline,Bmw,Diesel,Automatic,1995,17.05,5,21.5,3
Tata Manza Aqua Safire,Tata,Petrol,Manual,1368,15.0,5,1.38,0
Mahindra XUV500 W10 2WD,Mahindra,Diesel,Manual,2179,16.0,7,13.5,5
Hyundai i10 Sportz AT,Hyundai,Petrol,Automatic,1197,16.95,5,3.1,2
Maruti Baleno Sigma 1.2,Maruti,Petrol,Manual,1197,21.4,5,5.49,0
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Diesel,Manual,1248,24.3,5,9.51,4
Ford Figo Petrol ZXI,Ford,Petrol,Manual,1196,15.6,5,2.39,0
Maruti Wagon R CNG LXI,Maruti,CNG,Manual,998,33.54,5,3.25,4
Volkswagen Vento Sport 1.2 TSI AT,Volkswagen,Petrol,Automatic,1197,18.19,5,5.65,2
Mahindra Xylo D2 BS III,Mahindra,Diesel,Manual,2489,14.95,7,1.85,5
Porsche Cayenne Base,Porsche,Petrol,Automatic,2995,13.33,5,2.02,2
Maruti Swift Dzire VDi,Maruti,Diesel,Manual,1248,19.3,5,5.8,4
Volkswagen Polo 1.2 MPI Highline Plus,Volkswagen,Petrol,Manual,1199,16.2,5,6.9,0
Hyundai Verna 1.6 VTVT,Hyundai,Petrol,Manual,1591,17.01,5,5.35,0
Hyundai i10 Era 1.1,Hyundai,Petrol,Manual,1086,19.81,5,2.85,0
Mercedes-Benz E-Class E250 CDI Launch Edition,Mercedesbenz,Diesel,Automatic,2143,13.0,5,22.75,3
Maruti Zen LXI,Maruti,Petrol,Manual,993,17.3,5,0.45,0
Hyundai i10 Sportz,Hyundai,Petrol,Manual,1197,20.36,5,4.64,0
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,5.27,4
Tata Safari Storme VX,Tata,Diesel,Manual,2179,14.1,7,10.0,4
Honda Brio 1.2 S MT,Honda,Petrol,Manual,1198,18.5,5,3.95,0
Hyundai i20 Asta,Hyundai,Petrol,Manual,1197,17.0,5,3.38,0
Volkswagen Jetta 2012-2014 1.4 TSI,Volkswagen,Petrol,Manual,1390,14.69,5,16.8,0
Honda Jazz Select Edition,Honda,Petrol,Manual,1198,16.7,5,1.99,0
Hyundai Grand i10 Sportz,Hyundai,Petrol,Manual,1197,18.9,5,5.84,0
Jaguar XF Diesel,Jaguar,Diesel,Automatic,2993,14.74,5,36.15,3
Jaguar XF 2.2 Litre Luxury,Jaguar,Diesel,Automatic,2179,16.36,5,25.7,3
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,16.0,7,9.24,5
Maruti S Cross DDiS 320 Alpha,Maruti,Diesel,Manual,1598,22.7,5,7.65,4
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Diesel,Automatic,1968,17.11,5,25.31,3
Renault Duster 110PS Diesel RxZ,Renault,Diesel,Manual,1461,19.01,5,4.75,1
Maruti Swift Dzire VXI,Maruti,Petrol,Manual,1197,19.1,5,6.69,0
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,3.1,0
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Petrol,Automatic,1197,18.9,5,6.84,2
Tata Nano Twist XT,Tata,Petrol,Manual,624,25.4,4,1.6,0
Audi A4 30 TFSI Premium Plus,Audi,Petrol,Automatic,1395,17.84,5,21.73,2
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Petrol,Manual,1198,16.47,5,4.75,0
Maruti Alto 800 LXI,Maruti,Petrol,Manual,796,22.74,5,2.45,0
Mini Cooper 5 DOOR D,Mini,Diesel,Automatic,1496,20.7,5,31.55,3
Audi A4 New 2.0 TDI Multitronic,Audi,Diesel,Automatic,1968,15.2,5,10.25,3
Ford Endeavour Titanium 4X2,Ford,Diesel,Manual,2198,12.62,7,27.36,4
Ford Ecosport 1.5 Ti VCT MT Titanium,Ford,Petrol,Manual,1499,15.8,5,6.5,0
Hyundai Grand i10 Magna,Hyundai,Petrol,Manual,1197,18.9,5,4.25,0
Chevrolet Sail 1.2 LS,Chevrolet,Petrol,Manual,1199,18.2,5,5.5,0
Maruti Swift Dzire LXI,Maruti,Petrol,Manual,1197,20.85,5,4.0,0
Tata Zest Revotron 1.2T XM,Tata,Petrol,Manual,1193,17.57,5,4.65,0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedesbenz,Diesel,Automatic,2143,19.27,5,28.5,3
Chevrolet Cruze LTZ,Chevrolet,Diesel,Manual,1998,17.3,5,7.11,1
Maruti Ritz VDi,Maruti,Diesel,Manual,1248,21.1,5,3.9,4
Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,Petrol,Manual,1197,18.9,5,5.6,0
Maruti Dzire LDI,Maruti,Diesel,Manual,1248,28.4,5,2.25,4
Hyundai Verna 1.6 SX,Hyundai,Diesel,Manual,1582,22.32,5,3.9,1
Jaguar XF Diesel,Jaguar,Diesel,Automatic,2993,14.74,5,28.63,3
Skoda Superb Elegance 1.8 TSI AT,Skoda,Petrol,Automatic,1798,13.7,5,7.25,2
Maruti Wagon R LXI,Maruti,Petrol,Manual,998,18.9,5,2.0,0
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,3.5,0
Honda Civic 2010-2013 1.8 S MT,Honda,Petrol,Manual,1799,14.8,5,5.0,0
Maruti Eeco CNG 5 Seater AC,Maruti,CNG,Manual,1196,20.0,5,3.72,4
Maruti Wagon R VXI,Maruti,Petrol,Manual,998,22.5,5,3.45,0
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,23.4,5,4.5,4
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Petrol,Automatic,1591,13.0,5,14.36,2
Hyundai Grand i10 Asta,Hyundai,Petrol,Manual,1197,18.9,5,5.5,0
Nissan Micra Diesel XV Premium,Nissan,Diesel,Manual,1461,23.08,5,3.0,1
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Petrol,Manual,1197,18.9,5,6.08,0
Volkswagen Vento Diesel Highline,Volkswagen,Diesel,Manual,1598,20.54,5,5.0,1
Toyota Fortuner 4x2 AT,Toyota,Diesel,Automatic,2982,12.55,7,20.25,3
Hyundai Santro GS zipDrive - Euro II,Hyundai,Petrol,Manual,999,0.0,5,1.2,0
Toyota Innova Crysta 2.8 GX AT,Toyota,Diesel,Automatic,2755,11.36,7,18.0,3
Mercedes-Benz A Class A180 CDI,Mercedesbenz,Diesel,Automatic,2143,20.0,5,17.5,3
Hyundai EON D Lite,Hyundai,Petrol,Manual,814,21.1,5,2.1,0
Hyundai Elantra CRDi SX,Hyundai,Diesel,Manual,1582,22.7,5,7.5,1
Mini Cooper 3 DOOR D,Mini,Diesel,Automatic,1496,20.7,4,24.77,3
Renault Duster 110PS Diesel RXZ Option,Renault,Diesel,Manual,1461,19.64,5,8.65,1
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Diesel,Automatic,3198,10.91,7,35.5,3
Toyota Corolla Altis GL MT,Toyota,Petrol,Manual,1798,14.28,5,10.5,0
Mahindra XUV500 W7,Mahindra,Diesel,Manual,2179,14.0,7,13.0,5
